shift_id,driver_id,shift_date,shift_start_time,shift_end_time,online_hours
4243,190,2025-11-05,2025-11-05 18:47:51,2025-11-06 06:47:51,12
4244,262,2026-01-22,2026-01-22 05:27:51,2026-01-22 09:27:51,4
4245,237,2026-03-14,2026-03-14 03:35:51,2026-03-14 09:35:51,6
4246,752,2025-11-22,2025-11-22 20:05:51,2025-11-23 00:05:51,4
4247,106,2026-06-27,2026-06-27 18:13:51,2026-06-28 04:13:51,10
4248,109,2025-07-21,2025-07-21 15:45:51,2025-07-21 19:45:51,4
4249,568,2025-12-26,2025-12-26 08:37:51,2025-12-26 20:37:51,12
4250,629,2026-04-20,2026-04-20 04:59:51,2026-04-20 14:59:51,10
4251,74,2026-06-07,2026-06-07 19:59:51,2026-06-08 07:59:51,12
4252,84,2025-09-19,2025-09-19 16:19:51,2025-09-19 22:19:51,6
4253,447,2026-02-14,2026-02-14 21:59:51,2026-02-15 03:59:51,6
4254,463,2026-03-20,2026-03-20 22:44:51,2026-03-21 02:44:51,4
4255,487,2026-03-23,2026-03-23 07:57:51,2026-03-23 19:57:51,12
4256,553,2026-02-04,2026-02-04 06:28:51,2026-02-04 16:28:51,10
4257,696,2026-06-25,2026-06-25 21:19:51,2026-06-26 07:19:51,10
4258,602,2026-05-28,2026-05-28 06:31:51,2026-05-28 18:31:51,12
4259,377,2026-03-20,2026-03-20 18:54:51,2026-03-21 04:54:51,10
4260,753,2025-12-31,2025-12-31 08:41:51,2025-12-31 14:41:51,6
4261,878,2026-03-16,2026-03-16 13:41:51,2026-03-16 23:41:51,10
4262,812,2026-05-19,2026-05-19 19:02:51,2026-05-20 01:02:51,6
4263,646,2025-12-31,2025-12-31 06:50:51,2025-12-31 18:50:51,12
4264,635,2026-04-25,2026-04-25 08:29:51,2026-04-25 16:29:51,8
4265,198,2025-12-05,2025-12-05 03:46:51,2025-12-05 15:46:51,12
4266,905,2025-10-25,2025-10-25 10:45:51,2025-10-25 18:45:51,8
4267,875,2025-08-28,2025-08-28 13:35:51,2025-08-28 21:35:51,8
4268,900,2026-02-16,2026-02-16 02:22:51,2026-02-16 14:22:51,12
4269,445,2026-05-04,2026-05-04 01:00:51,2026-05-04 05:00:51,4
4270,948,2026-02-15,2026-02-15 01:12:51,2026-02-15 09:12:51,8
4271,853,2026-04-15,2026-04-15 11:23:51,2026-04-15 19:23:51,8
4272,77,2026-06-11,2026-06-11 11:47:51,2026-06-11 15:47:51,4
4273,242,2025-10-11,2025-10-11 01:17:51,2025-10-11 05:17:51,4
4274,60,2025-10-06,2025-10-06 21:41:51,2025-10-07 07:41:51,10
4275,55,2025-12-30,2025-12-30 01:09:51,2025-12-30 09:09:51,8
4276,156,2026-06-22,2026-06-22 01:05:51,2026-06-22 11:05:51,10
4277,910,2025-10-27,2025-10-27 10:17:51,2025-10-27 14:17:51,4
4278,957,2026-04-13,2026-04-13 04:01:51,2026-04-13 16:01:51,12
4279,693,2025-07-31,2025-07-31 05:22:51,2025-07-31 11:22:51,6
4280,302,2026-07-01,2026-07-01 23:33:51,2026-07-02 05:33:51,6
4281,595,2025-08-24,2025-08-24 09:23:51,2025-08-24 15:23:51,6
4282,151,2026-03-15,2026-03-15 07:50:51,2026-03-15 19:50:51,12
4283,206,2025-10-16,2025-10-16 00:54:51,2025-10-16 10:54:51,10
4284,979,2025-08-25,2025-08-25 09:20:51,2025-08-25 17:20:51,8
4285,729,2026-03-13,2026-03-13 22:38:51,2026-03-14 02:38:51,4
4286,877,2025-12-03,2025-12-03 08:55:51,2025-12-03 12:55:51,4
4287,943,2026-06-28,2026-06-28 01:26:51,2026-06-28 09:26:51,8
4288,236,2026-06-23,2026-06-23 22:05:51,2026-06-24 10:05:51,12
4289,505,2026-06-12,2026-06-12 00:39:51,2026-06-12 04:39:51,4
4290,709,2026-06-16,2026-06-16 21:05:51,2026-06-17 09:05:51,12
4291,879,2025-08-15,2025-08-15 15:17:51,2025-08-15 21:17:51,6
4292,274,2025-10-15,2025-10-15 14:21:51,2025-10-15 22:21:51,8
4293,843,2026-01-08,2026-01-08 10:58:51,2026-01-08 18:58:51,8
4294,181,2025-09-04,2025-09-04 02:22:51,2025-09-04 06:22:51,4
4295,994,2026-06-26,2026-06-26 08:06:51,2026-06-26 16:06:51,8
4296,292,2026-03-21,2026-03-21 06:49:51,2026-03-21 14:49:51,8
4297,236,2025-12-26,2025-12-26 10:43:51,2025-12-26 14:43:51,4
4298,772,2026-02-21,2026-02-21 20:10:51,2026-02-22 00:10:51,4
4299,500,2025-10-02,2025-10-02 17:09:51,2025-10-03 01:09:51,8
4300,331,2025-11-02,2025-11-02 20:51:51,2025-11-03 02:51:51,6
4301,966,2026-01-13,2026-01-13 08:24:51,2026-01-13 14:24:51,6
4302,394,2025-07-18,2025-07-18 02:18:51,2025-07-18 12:18:51,10
4303,852,2026-05-22,2026-05-22 02:19:51,2026-05-22 10:19:51,8
4304,957,2026-04-10,2026-04-10 22:55:51,2026-04-11 06:55:51,8
4305,544,2025-12-06,2025-12-06 09:31:51,2025-12-06 19:31:51,10
4306,797,2025-10-11,2025-10-11 06:27:51,2025-10-11 14:27:51,8
4307,623,2026-01-08,2026-01-08 00:22:51,2026-01-08 04:22:51,4
4308,148,2026-04-06,2026-04-06 12:41:51,2026-04-07 00:41:51,12
4309,917,2026-06-12,2026-06-12 13:01:51,2026-06-12 17:01:51,4
4310,923,2026-05-10,2026-05-10 14:06:51,2026-05-10 20:06:51,6
4311,980,2026-05-08,2026-05-08 14:06:51,2026-05-09 00:06:51,10
4312,900,2025-11-08,2025-11-08 05:09:51,2025-11-08 17:09:51,12
4313,51,2026-01-07,2026-01-07 14:29:51,2026-01-07 22:29:51,8
4314,317,2026-06-04,2026-06-04 00:01:51,2026-06-04 08:01:51,8
4315,906,2026-03-30,2026-03-30 00:55:51,2026-03-30 04:55:51,4
4316,520,2026-04-18,2026-04-18 23:40:51,2026-04-19 05:40:51,6
4317,235,2026-05-01,2026-05-01 06:21:51,2026-05-01 16:21:51,10
4318,129,2026-01-31,2026-01-31 10:05:51,2026-01-31 16:05:51,6
4319,88,2026-02-14,2026-02-14 02:21:51,2026-02-14 12:21:51,10
4320,353,2026-01-19,2026-01-19 01:05:51,2026-01-19 05:05:51,4
4321,99,2025-07-18,2025-07-18 16:32:51,2025-07-19 00:32:51,8
4322,654,2026-05-03,2026-05-03 23:11:51,2026-05-04 07:11:51,8
4323,182,2025-08-14,2025-08-14 18:48:51,2025-08-14 22:48:51,4
4324,243,2025-07-09,2025-07-09 09:50:51,2025-07-09 21:50:51,12
4325,425,2025-10-05,2025-10-05 20:25:51,2025-10-06 00:25:51,4
4326,333,2026-02-03,2026-02-03 12:09:51,2026-02-03 22:09:51,10
4327,785,2026-06-10,2026-06-10 23:21:51,2026-06-11 03:21:51,4
4328,32,2025-08-29,2025-08-29 08:33:51,2025-08-29 14:33:51,6
4329,387,2026-03-21,2026-03-21 05:02:51,2026-03-21 11:02:51,6
4330,451,2025-09-23,2025-09-23 00:45:51,2025-09-23 10:45:51,10
4331,537,2025-10-24,2025-10-24 21:33:51,2025-10-25 09:33:51,12
4332,247,2026-06-08,2026-06-08 14:43:51,2026-06-09 02:43:51,12
4333,933,2025-09-10,2025-09-10 04:30:51,2025-09-10 16:30:51,12
4334,539,2026-04-08,2026-04-08 14:57:51,2026-04-08 18:57:51,4
4335,118,2025-10-08,2025-10-08 12:23:51,2025-10-08 16:23:51,4
4336,424,2026-01-08,2026-01-08 04:14:51,2026-01-08 14:14:51,10
4337,65,2026-05-01,2026-05-01 19:49:51,2026-05-02 07:49:51,12
4338,451,2026-06-28,2026-06-28 23:31:51,2026-06-29 09:31:51,10
4339,755,2025-09-20,2025-09-20 01:52:51,2025-09-20 09:52:51,8
4340,792,2026-03-27,2026-03-27 21:40:51,2026-03-28 03:40:51,6
4341,782,2026-01-23,2026-01-23 10:37:51,2026-01-23 22:37:51,12
4342,43,2025-10-07,2025-10-07 08:28:51,2025-10-07 14:28:51,6
4343,575,2026-06-05,2026-06-05 23:14:51,2026-06-06 05:14:51,6
4344,512,2026-02-19,2026-02-19 08:44:51,2026-02-19 18:44:51,10
4345,116,2026-06-23,2026-06-23 16:21:51,2026-06-24 04:21:51,12
4346,343,2026-05-25,2026-05-25 21:35:51,2026-05-26 05:35:51,8
4347,846,2025-11-27,2025-11-27 12:48:51,2025-11-28 00:48:51,12
4348,783,2026-02-08,2026-02-08 14:27:51,2026-02-09 02:27:51,12
4349,4,2025-07-17,2025-07-17 03:35:51,2025-07-17 13:35:51,10
4350,193,2025-11-20,2025-11-20 03:08:51,2025-11-20 13:08:51,10
4351,662,2025-11-14,2025-11-14 12:59:51,2025-11-14 22:59:51,10
4352,766,2026-07-06,2026-07-06 16:42:51,2026-07-07 02:42:51,10
4353,768,2025-11-13,2025-11-13 15:08:51,2025-11-13 23:08:51,8
4354,77,2025-11-20,2025-11-20 17:10:51,2025-11-21 03:10:51,10
4355,193,2026-02-08,2026-02-08 00:10:51,2026-02-08 06:10:51,6
4356,206,2025-10-14,2025-10-14 15:43:51,2025-10-14 23:43:51,8
4357,905,2025-11-23,2025-11-23 18:41:51,2025-11-24 06:41:51,12
4358,503,2026-05-14,2026-05-14 11:46:51,2026-05-14 15:46:51,4
4359,380,2025-08-27,2025-08-27 21:10:51,2025-08-28 01:10:51,4
4360,714,2026-03-24,2026-03-24 16:36:51,2026-03-24 20:36:51,4
4361,857,2026-04-08,2026-04-08 15:34:51,2026-04-09 01:34:51,10
4362,29,2025-09-20,2025-09-20 18:48:51,2025-09-21 06:48:51,12
4363,439,2026-05-05,2026-05-05 23:24:51,2026-05-06 11:24:51,12
4364,39,2025-10-09,2025-10-09 23:57:51,2025-10-10 07:57:51,8
4365,43,2025-09-15,2025-09-15 07:54:51,2025-09-15 17:54:51,10
4366,183,2025-10-24,2025-10-24 13:37:51,2025-10-24 21:37:51,8
4367,415,2026-05-29,2026-05-29 03:27:51,2026-05-29 13:27:51,10
4368,348,2026-05-09,2026-05-09 20:43:51,2026-05-10 02:43:51,6
4369,463,2026-01-30,2026-01-30 09:34:51,2026-01-30 17:34:51,8
4370,611,2025-08-11,2025-08-11 02:45:51,2025-08-11 06:45:51,4
4371,880,2025-10-14,2025-10-14 02:38:51,2025-10-14 08:38:51,6
4372,491,2026-05-16,2026-05-16 15:32:51,2026-05-17 01:32:51,10
4373,686,2026-06-04,2026-06-04 00:45:51,2026-06-04 10:45:51,10
4374,701,2026-07-04,2026-07-04 04:41:51,2026-07-04 14:41:51,10
4375,783,2025-11-18,2025-11-18 18:50:51,2025-11-19 06:50:51,12
4376,999,2026-05-19,2026-05-19 05:36:51,2026-05-19 11:36:51,6
4377,710,2025-10-19,2025-10-19 19:14:51,2025-10-20 05:14:51,10
4378,621,2025-08-05,2025-08-05 08:49:51,2025-08-05 16:49:51,8
4379,111,2025-08-12,2025-08-12 06:29:51,2025-08-12 10:29:51,4
4380,45,2025-08-21,2025-08-21 15:19:51,2025-08-21 19:19:51,4
4381,827,2025-12-14,2025-12-14 19:04:51,2025-12-15 03:04:51,8
4382,423,2026-06-02,2026-06-02 07:17:51,2026-06-02 15:17:51,8
4383,768,2025-09-27,2025-09-27 15:15:51,2025-09-27 23:15:51,8
4384,115,2025-10-12,2025-10-12 10:18:51,2025-10-12 18:18:51,8
4385,101,2026-05-15,2026-05-15 04:03:51,2026-05-15 16:03:51,12
4386,727,2026-03-04,2026-03-04 20:50:51,2026-03-05 00:50:51,4
4387,147,2025-09-09,2025-09-09 01:12:51,2025-09-09 09:12:51,8
4388,804,2025-07-21,2025-07-21 17:45:51,2025-07-21 21:45:51,4
4389,884,2025-12-24,2025-12-24 03:14:51,2025-12-24 11:14:51,8
4390,753,2026-01-19,2026-01-19 04:00:51,2026-01-19 12:00:51,8
4391,550,2025-12-08,2025-12-08 06:20:51,2025-12-08 14:20:51,8
4392,152,2026-01-10,2026-01-10 19:05:51,2026-01-11 01:05:51,6
4393,256,2025-10-09,2025-10-09 10:14:51,2025-10-09 18:14:51,8
4394,491,2025-09-04,2025-09-04 03:00:51,2025-09-04 09:00:51,6
4395,130,2026-07-04,2026-07-04 23:19:51,2026-07-05 07:19:51,8
4396,636,2026-04-11,2026-04-11 08:56:51,2026-04-11 20:56:51,12
4397,724,2025-12-03,2025-12-03 19:06:51,2025-12-04 05:06:51,10
4398,544,2025-12-20,2025-12-20 12:25:51,2025-12-20 16:25:51,4
4399,170,2026-04-01,2026-04-01 09:58:51,2026-04-01 17:58:51,8
4400,981,2025-08-25,2025-08-25 04:31:51,2025-08-25 12:31:51,8
4401,804,2025-09-30,2025-09-30 11:45:51,2025-09-30 15:45:51,4
4402,413,2026-06-26,2026-06-26 09:39:51,2026-06-26 21:39:51,12
4403,842,2026-02-09,2026-02-09 20:48:51,2026-02-10 06:48:51,10
4404,747,2026-03-07,2026-03-07 09:08:51,2026-03-07 17:08:51,8
4405,727,2025-09-25,2025-09-25 06:12:51,2025-09-25 16:12:51,10
4406,927,2025-10-11,2025-10-11 10:13:51,2025-10-11 14:13:51,4
4407,99,2026-07-06,2026-07-06 21:55:51,2026-07-07 01:55:51,4
4408,17,2025-12-16,2025-12-16 06:18:51,2025-12-16 14:18:51,8
4409,767,2025-07-16,2025-07-16 07:39:51,2025-07-16 19:39:51,12
4410,71,2026-05-14,2026-05-14 04:12:51,2026-05-14 10:12:51,6
4411,900,2026-07-01,2026-07-01 15:17:51,2026-07-02 01:17:51,10
4412,731,2025-08-02,2025-08-02 06:50:51,2025-08-02 18:50:51,12
4413,254,2025-08-06,2025-08-06 11:47:51,2025-08-06 17:47:51,6
4414,876,2025-07-30,2025-07-30 21:31:51,2025-07-31 01:31:51,4
4415,524,2026-01-09,2026-01-09 14:46:51,2026-01-09 20:46:51,6
4416,148,2026-02-20,2026-02-20 18:04:51,2026-02-21 02:04:51,8
4417,944,2026-05-26,2026-05-26 21:39:51,2026-05-27 05:39:51,8
4418,596,2025-07-21,2025-07-21 00:44:51,2025-07-21 04:44:51,4
4419,837,2025-11-26,2025-11-26 07:41:51,2025-11-26 17:41:51,10
4420,541,2025-08-04,2025-08-04 11:58:51,2025-08-04 17:58:51,6
4421,289,2025-10-30,2025-10-30 16:51:51,2025-10-31 00:51:51,8
4422,663,2026-02-04,2026-02-04 15:54:51,2026-02-05 03:54:51,12
4423,795,2026-02-17,2026-02-17 13:18:51,2026-02-18 01:18:51,12
4424,368,2025-07-30,2025-07-30 20:19:51,2025-07-31 04:19:51,8
4425,655,2026-02-27,2026-02-27 21:05:51,2026-02-28 03:05:51,6
4426,621,2026-02-08,2026-02-08 01:29:51,2026-02-08 13:29:51,12
4427,824,2025-08-23,2025-08-23 23:45:51,2025-08-24 11:45:51,12
4428,663,2026-05-28,2026-05-28 21:06:51,2026-05-29 01:06:51,4
4429,29,2026-04-17,2026-04-17 11:41:51,2026-04-17 19:41:51,8
4430,105,2026-03-25,2026-03-25 02:43:51,2026-03-25 12:43:51,10
4431,367,2026-06-12,2026-06-12 19:13:51,2026-06-13 05:13:51,10
4432,147,2025-08-20,2025-08-20 21:18:51,2025-08-21 03:18:51,6
4433,948,2025-09-14,2025-09-14 21:21:51,2025-09-15 01:21:51,4
4434,894,2025-08-05,2025-08-05 03:17:51,2025-08-05 09:17:51,6
4435,231,2026-03-13,2026-03-13 17:52:51,2026-03-14 03:52:51,10
4436,770,2025-12-01,2025-12-01 13:54:51,2025-12-02 01:54:51,12
4437,766,2025-08-22,2025-08-22 15:30:51,2025-08-22 19:30:51,4
4438,55,2025-07-30,2025-07-30 21:13:51,2025-07-31 01:13:51,4
4439,490,2026-05-03,2026-05-03 06:43:51,2026-05-03 12:43:51,6
4440,772,2025-08-16,2025-08-16 19:17:51,2025-08-17 07:17:51,12
4441,698,2026-05-31,2026-05-31 04:25:51,2026-05-31 08:25:51,4
4442,618,2026-03-29,2026-03-29 05:56:51,2026-03-29 15:56:51,10
4443,633,2025-12-13,2025-12-13 23:58:51,2025-12-14 03:58:51,4
4444,765,2026-05-22,2026-05-22 10:12:51,2026-05-22 14:12:51,4
4445,523,2025-10-22,2025-10-22 01:28:51,2025-10-22 05:28:51,4
4446,458,2025-12-08,2025-12-08 13:45:51,2025-12-09 01:45:51,12
4447,666,2026-06-14,2026-06-14 22:08:51,2026-06-15 08:08:51,10
4448,652,2025-09-05,2025-09-05 11:19:51,2025-09-05 17:19:51,6
4449,532,2025-08-13,2025-08-13 22:23:51,2025-08-14 10:23:51,12
4450,441,2025-08-13,2025-08-13 01:13:51,2025-08-13 09:13:51,8
4451,614,2026-02-11,2026-02-11 12:02:51,2026-02-12 00:02:51,12
4452,752,2025-10-05,2025-10-05 04:55:51,2025-10-05 14:55:51,10
4453,169,2025-07-17,2025-07-17 06:34:51,2025-07-17 14:34:51,8
4454,629,2026-05-16,2026-05-16 19:58:51,2026-05-17 07:58:51,12
4455,506,2025-10-18,2025-10-18 00:52:51,2025-10-18 10:52:51,10
4456,825,2025-09-18,2025-09-18 10:26:51,2025-09-18 16:26:51,6
4457,959,2025-10-20,2025-10-20 16:40:51,2025-10-21 00:40:51,8
4458,166,2025-07-27,2025-07-27 05:10:51,2025-07-27 11:10:51,6
4459,24,2025-11-17,2025-11-17 08:45:51,2025-11-17 12:45:51,4
4460,832,2025-09-15,2025-09-15 16:00:51,2025-09-16 04:00:51,12
4461,968,2025-12-31,2025-12-31 06:08:51,2025-12-31 12:08:51,6
4462,561,2025-12-05,2025-12-05 19:15:51,2025-12-06 01:15:51,6
4463,600,2025-11-04,2025-11-04 07:08:51,2025-11-04 17:08:51,10
4464,853,2026-05-04,2026-05-04 18:32:51,2026-05-05 04:32:51,10
4465,965,2025-09-04,2025-09-04 21:06:51,2025-09-05 01:06:51,4
4466,75,2025-07-30,2025-07-30 08:56:51,2025-07-30 12:56:51,4
4467,635,2026-05-29,2026-05-29 16:14:51,2026-05-30 02:14:51,10
4468,594,2026-05-21,2026-05-21 05:37:51,2026-05-21 13:37:51,8
4469,354,2025-12-26,2025-12-26 07:06:51,2025-12-26 11:06:51,4
4470,341,2025-09-13,2025-09-13 10:28:51,2025-09-13 22:28:51,12
4471,449,2025-12-03,2025-12-03 20:48:51,2025-12-04 02:48:51,6
4472,648,2026-06-04,2026-06-04 18:54:51,2026-06-04 22:54:51,4
4473,595,2026-05-25,2026-05-25 06:06:51,2026-05-25 12:06:51,6
4474,323,2025-07-25,2025-07-25 03:14:51,2025-07-25 07:14:51,4
4475,42,2025-07-09,2025-07-09 07:56:51,2025-07-09 15:56:51,8
4476,200,2026-04-18,2026-04-18 02:15:51,2026-04-18 10:15:51,8
4477,786,2025-08-06,2025-08-06 01:46:51,2025-08-06 11:46:51,10
4478,908,2025-10-07,2025-10-07 13:33:51,2025-10-07 19:33:51,6
4479,796,2025-10-30,2025-10-30 20:20:51,2025-10-31 02:20:51,6
4480,670,2025-08-31,2025-08-31 11:32:51,2025-08-31 21:32:51,10
4481,808,2025-10-20,2025-10-20 05:11:51,2025-10-20 09:11:51,4
4482,361,2026-04-30,2026-04-30 21:18:51,2026-05-01 03:18:51,6
4483,157,2025-09-27,2025-09-27 12:40:51,2025-09-28 00:40:51,12
4484,568,2026-06-13,2026-06-13 11:25:51,2026-06-13 23:25:51,12
4485,570,2026-05-03,2026-05-03 23:42:51,2026-05-04 03:42:51,4
4486,527,2025-12-08,2025-12-08 06:45:51,2025-12-08 10:45:51,4
4487,120,2025-07-20,2025-07-20 17:32:51,2025-07-21 05:32:51,12
4488,630,2026-04-22,2026-04-22 02:59:51,2026-04-22 14:59:51,12
4489,596,2026-05-31,2026-05-31 03:23:51,2026-05-31 07:23:51,4
4490,221,2026-02-04,2026-02-04 13:25:51,2026-02-04 23:25:51,10
4491,5,2026-05-01,2026-05-01 02:54:51,2026-05-01 14:54:51,12
4492,499,2026-04-07,2026-04-07 03:21:51,2026-04-07 15:21:51,12
4493,119,2026-05-11,2026-05-11 10:16:51,2026-05-11 22:16:51,12
4494,377,2025-12-26,2025-12-26 16:17:51,2025-12-26 22:17:51,6
4495,32,2025-11-22,2025-11-22 07:11:51,2025-11-22 11:11:51,4
4496,619,2025-09-20,2025-09-20 14:26:51,2025-09-21 02:26:51,12
4497,237,2025-10-09,2025-10-09 04:27:51,2025-10-09 08:27:51,4
4498,645,2026-02-09,2026-02-09 11:19:51,2026-02-09 15:19:51,4
4499,385,2025-08-31,2025-08-31 15:11:51,2025-09-01 03:11:51,12
4500,104,2025-07-12,2025-07-12 10:02:51,2025-07-12 22:02:51,12
4501,420,2025-07-15,2025-07-15 03:41:51,2025-07-15 11:41:51,8
4502,213,2026-04-23,2026-04-23 04:10:51,2026-04-23 16:10:51,12
4503,146,2026-02-26,2026-02-26 04:17:51,2026-02-26 14:17:51,10
4504,670,2026-01-22,2026-01-22 17:27:51,2026-01-23 05:27:51,12
4505,735,2025-12-27,2025-12-27 00:00:51,2025-12-27 10:00:51,10
4506,885,2026-01-21,2026-01-21 16:01:51,2026-01-22 04:01:51,12
4507,196,2025-12-02,2025-12-02 02:32:51,2025-12-02 08:32:51,6
4508,297,2025-11-23,2025-11-23 02:23:51,2025-11-23 06:23:51,4
4509,757,2025-08-08,2025-08-08 16:56:51,2025-08-09 00:56:51,8
4510,177,2025-11-02,2025-11-02 06:50:51,2025-11-02 14:50:51,8
4511,925,2026-02-19,2026-02-19 08:52:51,2026-02-19 18:52:51,10
4512,764,2026-02-28,2026-02-28 23:43:51,2026-03-01 11:43:51,12
4513,380,2025-09-17,2025-09-17 10:33:51,2025-09-17 22:33:51,12
4514,232,2026-04-27,2026-04-27 16:50:51,2026-04-27 22:50:51,6
4515,373,2025-12-10,2025-12-10 06:57:51,2025-12-10 10:57:51,4
4516,431,2025-11-14,2025-11-14 03:41:51,2025-11-14 07:41:51,4
4517,744,2026-03-26,2026-03-26 09:24:51,2026-03-26 17:24:51,8
4518,369,2025-07-19,2025-07-19 15:58:51,2025-07-19 21:58:51,6
4519,777,2025-07-31,2025-07-31 03:02:51,2025-07-31 13:02:51,10
4520,996,2025-12-06,2025-12-06 20:35:51,2025-12-07 06:35:51,10
4521,409,2025-10-01,2025-10-01 14:02:51,2025-10-02 02:02:51,12
4522,613,2026-05-08,2026-05-08 15:47:51,2026-05-08 21:47:51,6
4523,489,2026-05-07,2026-05-07 17:20:51,2026-05-08 05:20:51,12
4524,360,2025-10-12,2025-10-12 21:00:51,2025-10-13 07:00:51,10
4525,717,2026-04-16,2026-04-16 14:11:51,2026-04-17 02:11:51,12
4526,527,2025-07-29,2025-07-29 09:16:51,2025-07-29 15:16:51,6
4527,419,2025-09-28,2025-09-28 07:10:51,2025-09-28 11:10:51,4
4528,838,2025-11-23,2025-11-23 09:05:51,2025-11-23 17:05:51,8
4529,283,2025-10-16,2025-10-16 02:20:51,2025-10-16 06:20:51,4
4530,51,2025-08-28,2025-08-28 21:08:51,2025-08-29 07:08:51,10
4531,502,2026-02-27,2026-02-27 14:52:51,2026-02-28 02:52:51,12
4532,984,2025-07-14,2025-07-14 03:29:51,2025-07-14 09:29:51,6
4533,902,2026-04-21,2026-04-21 13:15:51,2026-04-21 21:15:51,8
4534,937,2026-06-14,2026-06-14 14:17:51,2026-06-14 18:17:51,4
4535,507,2026-06-17,2026-06-17 11:51:51,2026-06-17 19:51:51,8
4536,129,2025-08-02,2025-08-02 14:29:51,2025-08-02 20:29:51,6
4537,732,2025-10-14,2025-10-14 09:13:51,2025-10-14 15:13:51,6
4538,894,2025-11-01,2025-11-01 09:05:51,2025-11-01 19:05:51,10
4539,131,2026-03-14,2026-03-14 15:45:51,2026-03-15 03:45:51,12
4540,42,2026-02-28,2026-02-28 07:11:51,2026-02-28 17:11:51,10
4541,539,2026-01-09,2026-01-09 20:18:51,2026-01-10 04:18:51,8
4542,930,2026-01-10,2026-01-10 20:52:51,2026-01-11 04:52:51,8
4543,785,2025-09-05,2025-09-05 13:27:51,2025-09-06 01:27:51,12
4544,154,2025-08-11,2025-08-11 23:15:51,2025-08-12 07:15:51,8
4545,915,2026-04-21,2026-04-21 21:03:51,2026-04-22 07:03:51,10
4546,557,2025-08-08,2025-08-08 08:03:51,2025-08-08 12:03:51,4
4547,675,2026-05-08,2026-05-08 21:24:51,2026-05-09 05:24:51,8
4548,676,2025-07-13,2025-07-13 03:52:51,2025-07-13 13:52:51,10
4549,450,2026-02-10,2026-02-10 08:11:51,2026-02-10 18:11:51,10
4550,17,2025-11-11,2025-11-11 20:06:51,2025-11-12 04:06:51,8
4551,92,2025-08-13,2025-08-13 19:23:51,2025-08-13 23:23:51,4
4552,925,2026-02-20,2026-02-20 00:47:51,2026-02-20 08:47:51,8
4553,675,2025-11-23,2025-11-23 05:31:51,2025-11-23 13:31:51,8
4554,800,2026-02-27,2026-02-27 08:32:51,2026-02-27 20:32:51,12
4555,522,2025-09-03,2025-09-03 08:36:51,2025-09-03 20:36:51,12
4556,97,2026-01-23,2026-01-23 12:37:51,2026-01-23 20:37:51,8
4557,865,2025-08-27,2025-08-27 12:59:51,2025-08-27 16:59:51,4
4558,543,2026-07-07,2026-07-07 14:41:51,2026-07-07 20:41:51,6
4559,837,2025-10-12,2025-10-12 01:43:51,2025-10-12 13:43:51,12
4560,278,2025-07-13,2025-07-13 03:30:51,2025-07-13 07:30:51,4
4561,997,2026-06-04,2026-06-04 05:13:51,2026-06-04 15:13:51,10
4562,540,2026-06-18,2026-06-18 02:42:51,2026-06-18 08:42:51,6
4563,473,2025-12-27,2025-12-27 18:01:51,2025-12-28 04:01:51,10
4564,635,2025-07-28,2025-07-28 15:56:51,2025-07-29 01:56:51,10
4565,308,2025-11-04,2025-11-04 15:48:51,2025-11-05 01:48:51,10
4566,550,2025-10-24,2025-10-24 16:29:51,2025-10-24 22:29:51,6
4567,452,2026-02-10,2026-02-10 23:07:51,2026-02-11 05:07:51,6
4568,944,2025-12-22,2025-12-22 05:53:51,2025-12-22 09:53:51,4
4569,197,2026-06-24,2026-06-24 16:09:51,2026-06-25 00:09:51,8
4570,453,2026-02-17,2026-02-17 09:20:51,2026-02-17 19:20:51,10
4571,998,2026-05-21,2026-05-21 20:10:51,2026-05-22 04:10:51,8
4572,54,2025-07-12,2025-07-12 08:59:51,2025-07-12 16:59:51,8
4573,196,2025-09-21,2025-09-21 21:45:51,2025-09-22 03:45:51,6
4574,288,2025-12-07,2025-12-07 15:31:51,2025-12-07 19:31:51,4
4575,391,2026-03-17,2026-03-17 03:45:51,2026-03-17 09:45:51,6
4576,822,2026-03-20,2026-03-20 11:28:51,2026-03-20 23:28:51,12
4577,244,2025-09-01,2025-09-01 00:24:51,2025-09-01 12:24:51,12
4578,699,2026-02-13,2026-02-13 17:52:51,2026-02-14 05:52:51,12
4579,337,2026-03-06,2026-03-06 22:03:51,2026-03-07 10:03:51,12
4580,783,2025-10-26,2025-10-26 16:03:51,2025-10-27 00:03:51,8
4581,839,2026-06-23,2026-06-23 06:19:51,2026-06-23 16:19:51,10
4582,718,2026-02-07,2026-02-07 19:24:51,2026-02-07 23:24:51,4
4583,727,2026-05-14,2026-05-14 09:46:51,2026-05-14 15:46:51,6
4584,604,2025-07-25,2025-07-25 07:54:51,2025-07-25 11:54:51,4
4585,457,2026-06-24,2026-06-24 06:54:51,2026-06-24 18:54:51,12
4586,47,2025-10-14,2025-10-14 13:35:51,2025-10-14 21:35:51,8
4587,693,2026-02-02,2026-02-02 21:15:51,2026-02-03 01:15:51,4
4588,208,2025-12-31,2025-12-31 17:40:51,2026-01-01 03:40:51,10
4589,188,2026-06-10,2026-06-10 19:50:51,2026-06-10 23:50:51,4
4590,238,2025-09-13,2025-09-13 04:38:51,2025-09-13 14:38:51,10
4591,507,2025-09-29,2025-09-29 13:52:51,2025-09-29 21:52:51,8
